species_name,biogeog,taxon,class,max_depth,max_length,lat_span_degrees,t_mean,chl_mean,endemism,IUCN,IUCN_category,date_assessed
Chaetodon lineolatus,tropical,Vertebrate,Actinopterygii,171,30,21.67249,25.94883391,0.545132215,non-endemic,Least Concern,Not applicable,8/10/2009
Chaetodon lunula,tropical,Vertebrate,Actinopterygii,30,20,22.08974,26.71396494,0.567211464,non-endemic,Least Concern,Not applicable,5/10/2009
Chaetodon lunulatus,tropical,Vertebrate,Actinopterygii,20,14,22.80098,26.3020555,0.546170639,non-endemic,Least Concern,Not applicable,7/10/2009
Chaetodon melannotus,tropical,Vertebrate,Actinopterygii,20,18,21.71087,25.73334815,0.427969881,non-endemic,Least Concern,Not applicable,8/10/2009
Chaetodon mertensii,tropical,Vertebrate,Actinopterygii,120,12.5,21.7818,24.98632314,0.281889775,non-endemic,Least Concern,Not applicable,9/10/2009
Chaetodon pelewensis,tropical,Vertebrate,Actinopterygii,30,12.5,22.74927,25.53588007,0.382284001,non-endemic,Least Concern,Not applicable,7/10/2009
Chaetodon plebeius,tropical,Vertebrate,Actinopterygii,10,15,22.23115,25.67086351,0.516776236,non-endemic,Least Concern,Not applicable,9/10/2009
Chaetodon speculum,tropical,Vertebrate,Actinopterygii,30,18,22.1485,26.02393302,0.493663068,non-endemic,Least Concern,Not applicable,7/10/2009
Chaetodon tricinctus,warm (temperate),Vertebrate,Actinopterygii,15,15,6.13488,21.84439209,0.691995387,endemic,Least Concern,Not applicable,9/10/2009
Chaetodon trifascialis,tropical,Vertebrate,Actinopterygii,30,18,25.25193,25.8438774,0.538488315,non-endemic,Near Threatened,Not applicable,6/10/2009
Chaetodon unimaculatus,tropical,Vertebrate,Actinopterygii,60,20,21.7896,25.90204889,0.356636669,non-endemic,Least Concern,Not applicable,9/10/2009
Chaetodon vagabundus,tropical,Vertebrate,Actinopterygii,30,23,23.95522,26.36059839,0.558135442,non-endemic,Least Concern,Not applicable,9/10/2010
Cheilinus chlorourus,tropical,Vertebrate,Actinopterygii,30,45,22.85891,26.28359319,0.588687143,non-endemic,Least Concern,Not applicable,12/07/2008
Cheilinus trilobatus,tropical,Vertebrate,Actinopterygii,30,45,21.58778,26.2976329,0.535738726,non-endemic,Least Concern,Not applicable,4/02/2009
Cheilio inermis,warm (temperate),Vertebrate,Actinopterygii,30,50,22.83151,23.05896353,1.006828514,non-endemic,Least Concern,Not applicable,12/07/2008
Cheilodipterus macrodon,tropical,Vertebrate,Actinopterygii,40,25,25.24063,26.25691231,0.550766448,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Cheilodipterus quinquelineatus,tropical,Vertebrate,Actinopterygii,40,13,25.20788,26.13601417,0.593330239,non-endemic,Least Concern,Not applicable,5/02/2021
Chelmonops curiosus,warm (temperate),Vertebrate,Actinopterygii,40,26,8.59317,18.90380117,0.837402298,endemic,Least Concern,Not applicable,9/10/2009
Chelmonops truncatus,warm (temperate),Vertebrate,Actinopterygii,70,22,22.89367,20.08637912,1.252081398,endemic,Least Concern,Not applicable,9/10/2009
Chirodactylus spectabilis,cool (temperate),Vertebrate,Actinopterygii,50,100,NA,NA,NA,non-endemic,Least Concern,Not applicable,29/11/2023
Chironemus maculosus,warm (temperate),Vertebrate,Actinopterygii,10,33,12.87606,17.97747332,1.036850784,endemic,Not Evaluated,Not applicable,Not Evaluated
Chironemus marmoratus,warm (temperate),Vertebrate,Actinopterygii,20,40,13.25674,19.4115878,1.077532284,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Chlorurus microrhinos,tropical,Vertebrate,Actinopterygii,35,70,22.1485,26.17119839,0.453528899,non-endemic,Least Concern,Not applicable,16/09/2009
Chlorurus sordidus,tropical,Vertebrate,Actinopterygii,50,40,25.19136,25.97878916,0.517040028,non-endemic,Least Concern,Not applicable,16/09/2009
Choerodon rubescens,warm (temperate),Vertebrate,Actinopterygii,40,90,11.95351,21.35950907,0.772402407,endemic,Least Concern,Not applicable,30/04/2004
Chromis atripectoralis,tropical,Vertebrate,Actinopterygii,29,12,21.69419,26.02855607,0.51943244,non-endemic,Least Concern,Not applicable,11/07/2022
Chromis hypsilepis,warm (temperate),Vertebrate,Actinopterygii,40,16,14.36052,19.82241235,0.920567536,non-endemic,Least Concern,Not applicable,17/11/2010
Chromis kennensis,warm (temperate),Vertebrate,Actinopterygii,40,16,24.68037,22.59076554,0.492564815,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Chromis klunzingeri,warm (temperate),Vertebrate,Actinopterygii,40,12,4.95322,20.23341861,0.565964099,endemic,Least Concern,Not applicable,1/08/2021
Chromis nitida,tropical,Vertebrate,Actinopterygii,25,7,25.27933,24.40733636,0.747828251,endemic,Least Concern,Not applicable,1/08/2021
Chromis viridis,tropical,Vertebrate,Actinopterygii,12,8,21.62254,26.73735827,0.474215255,non-endemic,Least Concern,Not applicable,23/09/2021
Chromis weberi,tropical,Vertebrate,Actinopterygii,40,13.5,25.20933,26.71145193,0.483212053,non-endemic,Least Concern,Not applicable,3/02/2021
Chromis westaustralis,warm (temperate),Vertebrate,Actinopterygii,75,8.5,11.96312,21.03750438,0.960117417,endemic,Least Concern,Not applicable,1/08/2021
Chrysiptera flavipinnis,tropical,Vertebrate,Actinopterygii,38,8,23.9829,25.52953704,0.480551505,non-endemic,Least Concern,Not applicable,4/02/2009
Chrysiptera notialis,warm (temperate),Vertebrate,Actinopterygii,45,9,18.28995,21.91629772,0.657360453,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Cirrhilabrus punctatus,tropical,Vertebrate,Actinopterygii,32,13,25.23183,25.35880837,0.524244437,non-endemic,Least Concern,Not applicable,25/03/2009
Cirrhitichthys aprinus,warm (temperate),Vertebrate,Actinopterygii,30,13,26.07015,21.39098113,1.046832676,non-endemic,Least Concern,Not applicable,3/03/2015
Cirrhitichthys falco,tropical,Vertebrate,Actinopterygii,46,7,22.83477,25.1937907,0.410863155,non-endemic,Least Concern,Not applicable,3/03/2015
Cirripectes alboapicalis,warm (temperate),Vertebrate,Actinopterygii,10,12.3,21.86079,21.95115934,0.342103755,non-endemic,Least Concern,Not applicable,24/03/2009
Cirripectes chelomatus,tropical,Vertebrate,Actinopterygii,16,12,21.56983,23.61059629,0.475609384,non-endemic,Least Concern,Not applicable,24/03/2009
Cirripectes filamentosus,tropical,Vertebrate,Actinopterygii,20,9,21.40868,25.72185471,0.732177204,non-endemic,Least Concern,Not applicable,4/02/2009
Cirripectes hutchinsi,warm (temperate),Vertebrate,Actinopterygii,22,10.6,9.19919,21.09821539,0.721884448,non-endemic,Least Concern,Not applicable,24/03/2009
Cirripectes stigmaticus,tropical,Vertebrate,Actinopterygii,20,13,22.74187,26.05090962,0.381895254,non-endemic,Least Concern,Not applicable,24/03/2009
Cnidoglanis macrocephalus,warm (temperate),Vertebrate,Actinopterygii,15,91,9.95209,19.66959729,1.057043206,endemic,Data Deficient,Not applicable,4/02/2009
Cochleoceps bicolor,cool (temperate),Vertebrate,Actinopterygii,40,4,NA,NA,NA,endemic,Not Evaluated,Not applicable,Not Evaluated
Cochleoceps orientalis,warm (temperate),Vertebrate,Actinopterygii,40,5.5,5.99276,20.26360083,1.136096366,endemic,Not Evaluated,Not applicable,Not Evaluated
Conger verreauxi,cool (temperate),Vertebrate,Actinopterygii,120,220,NA,NA,NA,non-endemic,Least Concern,Not applicable,4/02/2009
Coris auricularis,warm (temperate),Vertebrate,Actinopterygii,45,40,17.82788,20.77421415,0.652388179,endemic,Least Concern,Not applicable,12/04/2008
Coris aygula,tropical,Vertebrate,Actinopterygii,30,120,25.08891,25.69310748,0.507388613,non-endemic,Least Concern,Not applicable,12/04/2008
Coris bulbifrons,warm (temperate),Vertebrate,Actinopterygii,20,95,18.79776,22.07331196,0.548943506,endemic,Vulnerable,"B2ab(ii,v)",12/04/2008
Coris dorsomacula,warm (temperate),Vertebrate,Actinopterygii,40,20,26.28801,22.85094066,0.492181247,non-endemic,Least Concern,Not applicable,21/02/2009
Coris picta,warm (temperate),Vertebrate,Actinopterygii,25,25,9.7262,20.77041196,0.77895152,non-endemic,Least Concern,Not applicable,13/02/2009
Coris sandeyeri,warm (temperate),Vertebrate,Actinopterygii,60,25,9.27896,20.1520561,1.01096344,non-endemic,Least Concern,Not applicable,12/04/2008
Cristiceps aurantiacus,cool (temperate),Vertebrate,Actinopterygii,30,18,NA,NA,NA,non-endemic,Least Concern,Not applicable,4/05/2010
Cristiceps australis,cool (temperate),Vertebrate,Actinopterygii,40,30,NA,NA,NA,endemic,Least Concern,Not applicable,4/05/2010
Ctenochaetus binotatus,tropical,Vertebrate,Actinopterygii,53,22,25.20043,26.36500312,0.451291467,non-endemic,Least Concern,Not applicable,7/05/2010
Ctenochaetus striatus,tropical,Vertebrate,Actinopterygii,30,26,23.9604,26.81886603,0.455154958,non-endemic,Least Concern,Not applicable,7/05/2010
Dactylophora nigricans,cool (temperate),Vertebrate,Actinopterygii,30,120,10.94474,17.25040445,0.865664388,endemic,Not Evaluated,Not applicable,Not Evaluated
Dascyllus aruanus,tropical,Vertebrate,Actinopterygii,20,10,21.60451,26.43021378,0.527776664,non-endemic,Least Concern,Not applicable,23/09/2021
Dascyllus reticulatus,tropical,Vertebrate,Actinopterygii,50,9,22.82961,26.18514565,0.519525383,non-endemic,Least Concern,Not applicable,23/09/2021
Dascyllus trimaculatus,tropical,Vertebrate,Actinopterygii,55,11,25.254,25.97082767,0.522636065,non-endemic,Least Concern,Not applicable,23/09/2021
Dendrochirus zebra,tropical,Vertebrate,Actinopterygii,98,18,NA,NA,NA,non-endemic,Least Concern,Not applicable,3/03/2015
Diagramma pictum,tropical,Vertebrate,Actinopterygii,88,90,22.91986,25.43797568,0.898757211,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Dicotylichthys punctulatus,warm (temperate),Vertebrate,Actinopterygii,50,43,8.43066,20.66689113,1.035074955,endemic,Not Evaluated,Not applicable,Not Evaluated
Dinolestes lewini,cool (temperate),Vertebrate,Actinopterygii,60,90,15.4584,17.42622142,1.014101965,endemic,Not Evaluated,Not applicable,Not Evaluated
Diodon hystrix,tropical,Vertebrate,Actinopterygii,50,91,19.51683,23.74536422,0.796940993,non-endemic,Least Concern,Not applicable,7/06/2011
Diodon nicthemerus,cool (temperate),Vertebrate,Actinopterygii,50,40,13.27832,15.95351012,1.206993367,endemic,Not Evaluated,Not applicable,Not Evaluated
Dischistodus prosopotaenia,tropical,Vertebrate,Actinopterygii,12,17,16.34741,26.67287676,0.629430447,non-endemic,Least Concern,Not applicable,23/09/2021
Dotalabrus alleni,warm (temperate),Vertebrate,Actinopterygii,15,10,8.86943,20.48364071,0.524683434,endemic,Least Concern,Not applicable,4/02/2009
Dotalabrus aurantiacus,cool (temperate),Vertebrate,Actinopterygii,47,15,27.20925,16.27758708,0.965463974,endemic,Least Concern,Not applicable,12/06/2009
Ecsenius bicolor,tropical,Vertebrate,Actinopterygii,25,11,22.86217,27.04704597,0.634230509,non-endemic,Least Concern,Not applicable,24/03/2009
Ecsenius yaeyamaensis,tropical,Vertebrate,Actinopterygii,15,6,15.57353,26.74271773,0.787583237,non-endemic,Least Concern,Not applicable,25/03/2009
Enchelycore ramosa,tropical,Vertebrate,Actinopterygii,40,150,NA,NA,NA,non-endemic,Least Concern,Not applicable,16/08/2011
Enneapterygius atrogulare,warm (temperate),Vertebrate,Actinopterygii,5,5,15.33921,21.07238656,0.951297591,non-endemic,Least Concern,Not applicable,3/05/2010
Enneapterygius howensis,warm (temperate),Vertebrate,Actinopterygii,5,3.5,2.35399,21.74921151,0.267200139,endemic,Least Concern,Not applicable,3/05/2010
Enneapterygius rufopileus,warm (temperate),Vertebrate,Actinopterygii,6,3.6,8.56626,21.68231108,0.687181986,non-endemic,Least Concern,Not applicable,3/05/2010
Enoplosus armatus,warm (temperate),Vertebrate,Actinopterygii,100,50,14.67588,18.24878172,0.848679991,endemic,Least Concern,Not applicable,12/08/2019
Eocallionymus papilio,warm (temperate),Vertebrate,Actinopterygii,50,13,33.27906,18.67256591,1.166111934,endemic,Least Concern,Not applicable,24/03/2022
Epibulus insidiator,tropical,Vertebrate,Actinopterygii,42,54,21.67468,26.38374144,0.503112252,non-endemic,Least Concern,Not applicable,12/07/2008
Epinephelides armatus,warm (temperate),Vertebrate,Actinopterygii,35,56,4.95322,20.75748315,0.640087406,endemic,Near Threatened,Not applicable,30/04/2004
Epinephelus daemelii,warm (temperate),Vertebrate,Actinopterygii,50,200,7.23801,21.31074269,0.765392841,non-endemic,Near Threatened,Not applicable,18/11/2016
Epinephelus fasciatus,tropical,Vertebrate,Actinopterygii,160,40,25.21914,25.00293042,0.655011056,non-endemic,Least Concern,Not applicable,21/11/2016
Epinephelus rivulatus,tropical,Vertebrate,Actinopterygii,30,46,22.7016,24.11325028,1.117748709,endemic,Least Concern,Not applicable,15/02/2017
Eubalichthys bucephalus,warm (temperate),Vertebrate,Actinopterygii,250,50,7.47981,19.55327173,1.268061234,endemic,Least Concern,Not applicable,17/07/2017
Eubalichthys gunnii,cool (temperate),Vertebrate,Actinopterygii,150,60,11.29865,15.81105603,1.148364557,endemic,Least Concern,Not applicable,17/07/2017
Eubalichthys mosaicus,warm (temperate),Vertebrate,Actinopterygii,80,60,11.27117,18.96589742,1.385293593,endemic,Least Concern,Not applicable,17/07/2017
Eupetrichthys angustipes,warm (temperate),Vertebrate,Actinopterygii,40,20,13.12863,18.99730593,1.08566467,endemic,Least Concern,Not applicable,12/06/2008
Eviota hoesei,warm (temperate),Vertebrate,Actinopterygii,25,2.1,17.13044,22.02685545,0.372425905,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Eviota teresae,tropical,Vertebrate,Actinopterygii,26,3.2,NA,NA,NA,non-endemic,Least Concern,Not applicable,31/05/2023
Fistularia commersonii,warm (temperate),Vertebrate,Actinopterygii,132,160,25.14806,22.69637618,0.659600968,non-endemic,Least Concern,Not applicable,21/01/2016
Forcipiger flavissimus,tropical,Vertebrate,Actinopterygii,114,22,26.3623,26.18536383,0.36240362,non-endemic,Least Concern,Not applicable,9/10/2009
Forsterygion varium,cool (temperate),Vertebrate,Actinopterygii,10,15,4.87978,14.15588474,1.521267615,non-endemic,Least Concern,Not applicable,6/05/2010
Fusigobius duospilus,tropical,Vertebrate,Actinopterygii,42,6,21.64089,26.22696931,0.439051659,non-endemic,Least Concern,Not applicable,13/03/2015
Fusigobius neophytus,tropical,Vertebrate,Actinopterygii,25,8,21.50424,26.07682166,0.496655063,non-endemic,Least Concern,Not applicable,13/03/2015
Genypterus tigerinus,cool (temperate),Vertebrate,Actinopterygii,60,120,NA,NA,NA,endemic,Not Evaluated,Not applicable,Not Evaluated
Gerres subfasciatus,warm (temperate),Vertebrate,Actinopterygii,40,22,16.31253,20.44038888,1.135533274,endemic,Least Concern,Not applicable,2/03/2015
Girella cyanea,warm (temperate),Vertebrate,Actinopterygii,20,76,6.82155,21.67616322,0.518927581,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Girella elevata,warm (temperate),Vertebrate,Actinopterygii,25,76,14.75664,18.29801894,1.102122943,endemic,Not Evaluated,Not applicable,Not Evaluated
Girella tricuspidata,warm (temperate),Vertebrate,Actinopterygii,20,71,15.83193,19.09838199,1.332348756,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Girella zebra,cool (temperate),Vertebrate,Actinopterygii,20,54,13.2649,16.68520281,0.939866978,endemic,Not Evaluated,Not applicable,Not Evaluated
Glaucosoma hebraicum,warm (temperate),Vertebrate,Actinopterygii,200,122,5.91429,20.70842458,0.678896,endemic,Not Evaluated,Not applicable,Not Evaluated
Glyptauchen panduratus,cool (temperate),Vertebrate,Actinopterygii,60,20,NA,NA,NA,endemic,Not Evaluated,Not applicable,Not Evaluated
Gnathanacanthus goetzeei,cool (temperate),Vertebrate,Actinopterygii,55,46,NA,NA,NA,endemic,Not Evaluated,Not applicable,Not Evaluated
Gnatholepis anjerensis,tropical,Vertebrate,Actinopterygii,46,8,20.73316,24.643838,0.741695773,non-endemic,Least Concern,Not applicable,19/06/2017
Gnatholepis cauerensis,tropical,Vertebrate,Actinopterygii,50,9,22.04805,26.62949577,0.498341996,non-endemic,Least Concern,Not applicable,27/01/2009
Gobiodon citrinus,tropical,Vertebrate,Actinopterygii,20,6.6,21.56452,25.01271837,0.62012791,non-endemic,Least Concern,Not applicable,28/06/2018
Gobiodon histrio,tropical,Vertebrate,Actinopterygii,15,3.5,19.86357,25.15469517,0.683772657,non-endemic,Least Concern,Not applicable,27/01/2009
Gobiodon quinquestrigatus,tropical,Vertebrate,Actinopterygii,15,4.5,NA,NA,NA,non-endemic,Least Concern,Not applicable,28/06/2018
Gomphosus varius,tropical,Vertebrate,Actinopterygii,30,30,22.14735,26.04995659,0.473231041,non-endemic,Least Concern,Not applicable,12/05/2008
Goniistius gibbosus,warm (temperate),Vertebrate,Actinopterygii,20,30,NA,NA,NA,endemic,Least Concern,Not applicable,29/11/2023
Goniistius rubrolabiatus,warm (temperate),Vertebrate,Actinopterygii,30,40,NA,NA,NA,endemic,Not Evaluated,Not applicable,Not Evaluated
Goniistius vestitus,warm (temperate),Vertebrate,Actinopterygii,55,35,NA,NA,NA,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Gymnothorax annasona,warm (temperate),Vertebrate,Actinopterygii,30,55,2.75676,21.81597429,0.26352934,endemic,Least Concern,Not applicable,16/08/2011
Gymnothorax eurostus,warm (temperate),Vertebrate,Actinopterygii,74,60,13.49558,22.35372816,0.662315074,non-endemic,Least Concern,Not applicable,17/08/2011
Gymnothorax meleagris,tropical,Vertebrate,Actinopterygii,53,120,NA,NA,NA,non-endemic,Least Concern,Not applicable,17/08/2011
Gymnothorax prasinus,warm (temperate),Vertebrate,Actinopterygii,20,97,13.02206,19.98451087,0.950149263,non-endemic,Least Concern,Not applicable,18/08/2011
Gymnothorax thrysoideus,tropical,Vertebrate,Actinopterygii,25,66,24.39243,24.10320156,0.861717891,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Haletta semifasciata,cool (temperate),Vertebrate,Actinopterygii,15,41,12.52299,16.12531925,1.367781163,endemic,Least Concern,Not applicable,18/09/2009
Halichoeres brownfieldi,warm (temperate),Vertebrate,Actinopterygii,30,15,17.13373,20.65385887,0.643489343,endemic,Least Concern,Not applicable,13/02/2009
Halichoeres hartzfeldii,tropical,Vertebrate,Actinopterygii,85,18,NA,NA,NA,non-endemic,Least Concern,Not applicable,12/06/2008
Halichoeres hortulanus,tropical,Vertebrate,Actinopterygii,30,27,22.86659,26.48825097,0.450131385,non-endemic,Least Concern,Not applicable,12/04/2008
Halichoeres margaritaceus,tropical,Vertebrate,Actinopterygii,5,12.5,25.12863,25.11718667,0.417793619,non-endemic,Least Concern,Not applicable,12/04/2008
Halichoeres marginatus,tropical,Vertebrate,Actinopterygii,30,18,22.80284,26.75854981,0.639987664,non-endemic,Least Concern,Not applicable,25/03/2009
Halichoeres nebulosus,tropical,Vertebrate,Actinopterygii,40,12,27.25963,23.5463053,0.66655944,non-endemic,Least Concern,Not applicable,12/04/2008
Halichoeres trimaculatus,tropical,Vertebrate,Actinopterygii,30,27,21.68197,26.48647342,0.344295227,non-endemic,Least Concern,Not applicable,12/04/2008
Helcogramma decurrens,warm (temperate),Vertebrate,Actinopterygii,15,7,9.62812,19.09207897,0.825601224,endemic,Least Concern,Not applicable,4/02/2009
Hemigymnus fasciatus,tropical,Vertebrate,Actinopterygii,20,80,21.77009,26.10968777,0.490738232,non-endemic,Least Concern,Not applicable,12/06/2008
Hemigymnus melapterus,tropical,Vertebrate,Actinopterygii,30,90,22.92342,26.00710146,0.652355634,non-endemic,Least Concern,Not applicable,12/07/2008
Heniochus acuminatus,tropical,Vertebrate,Actinopterygii,75,25,25.11156,25.13912281,0.846969362,non-endemic,Least Concern,Not applicable,5/10/2009
Heteroclinus johnstoni,cool (temperate),Vertebrate,Actinopterygii,50,40,11.26193,15.24005695,1.0922175,endemic,Least Concern,Not applicable,4/05/2010
Heteroclinus perspicillatus,cool (temperate),Vertebrate,Actinopterygii,10,20,10.97076,16.46389538,1.267970462,endemic,Least Concern,Not applicable,4/05/2010
Heteroclinus roseus,warm (temperate),Vertebrate,Actinopterygii,35,15,8.87702,18.59224543,1.119561162,endemic,Least Concern,Not applicable,4/02/2009
Heteroclinus tristis,cool (temperate),Vertebrate,Actinopterygii,10,30,11.61715,16.40515096,1.155571647,endemic,Least Concern,Not applicable,4/05/2010
Heteroclinus whiteleggii,warm (temperate),Vertebrate,Actinopterygii,10,10,4.84954,19.69847906,1.235227254,endemic,Least Concern,Not applicable,4/02/2009
Heterodontus galeatus,warm (temperate),Vertebrate,Chondrichthyes,90,152,6.06113,20.27243715,1.115622848,endemic,Least Concern,Not applicable,3/05/2015
Heterodontus portusjacksoni,warm (temperate),Vertebrate,Chondrichthyes,275,165,14.89062,18.35293021,1.110271764,endemic,Least Concern,Not applicable,18/02/2015
Heteropriacanthus cruentatus,tropical,Vertebrate,Actinopterygii,300,32,NA,NA,NA,non-endemic,Least Concern,Not applicable,29/01/2013
Heteroscarus acroptilus,warm (temperate),Vertebrate,Actinopterygii,20,40,15.13203,18.02095872,0.977447138,non-endemic,Least Concern,Not applicable,18/09/2009
Hipposcarus longiceps,tropical,Vertebrate,Actinopterygii,40,60,18.51836,26.62653963,0.491426521,non-endemic,Least Concern,Not applicable,16/09/2009
Hologymnosus annulatus,tropical,Vertebrate,Actinopterygii,30,40,21.48919,25.42735708,0.380879132,non-endemic,Least Concern,Not applicable,2/03/2009
Hypnos monopterygius,warm (temperate),Vertebrate,Chondrichthyes,240,70,9.69617,20.44783424,1.088281322,endemic,Least Concern,Not applicable,24/02/2015
Hypoplectrodes annulatus,warm (temperate),Vertebrate,Actinopterygii,100,30,NA,NA,NA,endemic,Not Evaluated,Not applicable,Not Evaluated
Hypoplectrodes maccullochi,warm (temperate),Vertebrate,Actinopterygii,50,45,18.22607,19.80520054,0.948639656,endemic,Not Evaluated,Not applicable,Not Evaluated
Hypoplectrodes nigroruber,warm (temperate),Vertebrate,Actinopterygii,35,30,13.02776,18.52907146,0.853440385,endemic,Least Concern,Not applicable,10/06/2022
Hyporhamphus australis,warm (temperate),Vertebrate,Actinopterygii,30,52,NA,NA,NA,endemic,Not Evaluated,Not applicable,Not Evaluated
Istigobius decoratus,tropical,Vertebrate,Actinopterygii,20,13,25.33978,26.13952412,0.736127672,non-endemic,Least Concern,Not applicable,20/06/2017
Istigobius hoesei,warm (temperate),Vertebrate,Actinopterygii,7,6,2.44937,20.31102652,1.277520259,endemic,Not Evaluated,Not applicable,Not Evaluated
Istigobius rigilius,tropical,Vertebrate,Actinopterygii,30,10,22.91516,27.07540801,0.579672646,non-endemic,Least Concern,Not applicable,17/08/2023
Kyphosus bigibbus,warm (temperate),Vertebrate,Actinopterygii,25,75,25.81932,23.06163263,0.608592685,non-endemic,Least Concern,Not applicable,7/07/2014
Kyphosus cornelii,warm (temperate),Vertebrate,Actinopterygii,20,70,8.28166,20.93418436,0.644284,endemic,Not Evaluated,Not applicable,Not Evaluated
Kyphosus sectatrix,warm (temperate),Vertebrate,Actinopterygii,30,76,26.25973,22.07284506,0.435462755,non-endemic,Least Concern,Not applicable,24/08/2012
Kyphosus sydneyanus,warm (temperate),Vertebrate,Actinopterygii,30,86,20.76617,19.1507639,0.839932477,non-endemic,Not Evaluated,Not applicable,Not Evaluated
Kyphosus vaigiensis,tropical,Vertebrate,Actinopterygii,24,70,25.14937,24.10368815,0.503459608,non-endemic,Least Concern,Not applicable,7/07/2014
Labracinus lineatus,warm (temperate),Vertebrate,Actinopterygii,30,25,14.40264,22.44699569,1.288941191,endemic,Least Concern,Not applicable,22/07/2021
Labrichthys unilineatus,tropical,Vertebrate,Actinopterygii,20,17.5,26.30267,26.44088016,0.522180734,non-endemic,Least Concern,Not applicable,22/02/2009
Labroides bicolor,tropical,Vertebrate,Actinopterygii,40,15,22.15233,26.36226102,0.37424036,non-endemic,Least Concern,Not applicable,18/02/2009
Labroides dimidiatus,tropical,Vertebrate,Actinopterygii,40,14,27.25963,24.89727073,0.619363578,non-endemic,Least Concern,Not applicable,12/05/2008
Latridopsis forsteri,cool (temperate),Vertebrate,Actinopterygii,60,65,11.96299,15.28924744,1.333865938,endemic,Not Evaluated,Not applicable,Not Evaluated
Latropiscis purpurissatus,warm (temperate),Vertebrate,Actinopterygii,60,69,9.57182,19.62155073,0.894763666,non-endemic,Least Concern,Not applicable,12/10/2018
Leptojulis cyanopleura,warm (temperate),Vertebrate,Actinopterygii,45,13,26.38892,21.91052974,0.785755713,non-endemic,Least Concern,Not applicable,25/03/2009
Lethrinus atkinsoni,tropical,Vertebrate,Actinopterygii,30,50,21.45329,25.90854328,0.65308,non-endemic,Least Concern,Not applicable,9/03/2015
Lethrinus nebulosus,tropical,Vertebrate,Actinopterygii,75,87,23.80491,24.70118022,0.647854002,non-endemic,Least Concern,Not applicable,9/03/2015
Limnichthys fasciatus,warm (temperate),Vertebrate,Actinopterygii,30,5,17.59143,20.18530309,0.84178575,non-endemic,Least Concern,Not applicable,12/03/2015
Lotella rhacina,warm (temperate),Vertebrate,Actinopterygii,90,50,12.00602,18.3351363,1.234789714,non-endemic,Least Concern,Not applicable,11/04/2022
Lutjanus bohar,tropical,Vertebrate,Actinopterygii,180,90,23.92121,26.47900952,0.454788279,non-endemic,Least Concern,Not applicable,4/03/2015
Lutjanus carponotatus,tropical,Vertebrate,Actinopterygii,80,40,16.32964,25.98455209,0.821890333,non-endemic,Least Concern,Not applicable,28/06/2018
Lutjanus fulviflamma,tropical,Vertebrate,Actinopterygii,35,35,23.85746,25.87638469,0.748939178,non-endemic,Least Concern,Not applicable,4/03/2015
Macropharyngodon meleagris,tropical,Vertebrate,Actinopterygii,30,15,25.23455,25.33956888,0.436205805,non-endemic,Least Concern,Not applicable,23/02/2009
Macropharyngodon negrosensis,warm (temperate),Vertebrate,Actinopterygii,32,12,26.29024,23.07500683,0.520061778,non-endemic,Least Concern,Not applicable,19/02/2009
Macropharyngodon ornatus,tropical,Vertebrate,Actinopterygii,13,30,22.12136,26.89671072,0.581023878,non-endemic,Least Concern,Not applicable,23/02/2009
Mecaenichthys immaculatus,warm (temperate),Vertebrate,Actinopterygii,30,15,8.50418,20.25325981,1.120186066,endemic,Not Evaluated,Not applicable,Not Evaluated
Meiacanthus grammistes,tropical,Vertebrate,Actinopterygii,21,11,19.11072,26.23776537,0.680762362,non-endemic,Least Concern,Not applicable,28/03/2009
Meuschenia australis,cool (temperate),Vertebrate,Actinopterygii,20,32,9.79665,15.0714026,1.346613444,endemic,Least Concern,Not applicable,17/07/2017
Meuschenia flavolineata,warm (temperate),Vertebrate,Actinopterygii,30,30,13.06689,17.67005267,0.958095021,endemic,Least Concern,Not applicable,17/07/2017
Meuschenia freycineti,cool (temperate),Vertebrate,Actinopterygii,50,60,13.01756,17.40186844,1.191398087,endemic,Least Concern,Not applicable,17/07/2017
Meuschenia galii,warm (temperate),Vertebrate,Actinopterygii,30,35,9.31259,18.29717647,0.726719227,endemic,Least Concern,Not applicable,17/07/2017
Meuschenia hippocrepis,cool (temperate),Vertebrate,Actinopterygii,18,51,12.85671,17.05660302,0.936885695,endemic,Least Concern,Not applicable,29/01/2009
Meuschenia scaber,cool (temperate),Vertebrate,Actinopterygii,200,31,11.56287,16.65118665,1.169720269,non-endemic,Least Concern,Not applicable,17/07/2017
Meuschenia trachylepis,warm (temperate),Vertebrate,Actinopterygii,40,40,11.73916,19.91386489,1.224617955,endemic,Least Concern,Not applicable,17/07/2017
Meuschenia venusta,warm (temperate),Vertebrate,Actinopterygii,20,21,10.26818,17.85442195,0.917114374,endemic,Least Concern,Not applicable,17/07/2017
